1741225316.3234348,0
1741225316.4710739,0
1741225316.628457,0
1741225316.7555766,0
1741225316.8842254,0
1741225317.0117247,1
1741225317.1377444,0
1741225317.265405,0
1741225317.3944907,0
1741225317.5201442,10
1741225317.6507015,8
1741225317.7788703,8
1741225317.908385,8
1741225318.0394466,7
1741225318.165379,4
1741225318.2920327,4
1741225318.4185243,4
1741225318.546985,4
1741225318.6751444,1
1741225318.8075602,2
1741225318.9356928,3
1741225319.0632594,3
1741225319.1943932,5
1741225319.3306818,6
1741225319.4641004,6
1741225319.594371,5
1741225319.7199478,5
1741225319.8493814,8
1741225319.979091,10
1741225320.1074376,9
1741225320.235092,9
1741225320.3644588,10
1741225320.4989324,10
1741225320.635867,10
1741225320.771716,9
1741225320.90954,10
1741225321.0452857,9
1741225321.1834683,9
1741225321.3122208,8
1741225321.4439538,8
1741225321.5740283,8
1741225321.704469,7
1741225321.8333755,8
1741225321.9619381,9
1741225322.0877607,9
1741225322.2173605,9
1741225322.3477771,10
1741225322.4781854,8
1741225322.611581,8
1741225322.7399807,6
1741225322.8669436,8
1741225322.9970303,9
1741225323.1277769,9
1741225323.2538934,10
1741225323.380157,9
1741225323.5069015,10
1741225323.636451,10
1741225323.7650707,10
1741225323.8916311,8
1741225324.01893,9
1741225324.1483145,7
1741225324.2758,6
1741225324.4044805,8
1741225324.5326302,9
1741225324.6645188,10
1741225324.7927616,10
1741225324.920073,10
1741225325.0490077,10
1741225325.1806245,10
1741225325.313538,6
1741225325.4413948,1
1741225325.570887,1
1741225325.699986,1
1741225325.8291667,0
1741225325.956056,1
1741225326.0857499,2
1741225326.2164633,4
1741225326.3448288,1
1741225326.4748557,3
1741225326.603023,4
1741225326.7364738,4
1741225326.8666306,3
1741225326.9985232,5
1741225327.1368399,5
1741225327.2647285,1
1741225327.3924341,1
1741225327.5230348,2
1741225327.6599166,0
1741225327.7861443,1
1741225327.9134166,3
1741225328.0428593,4
1741225328.1720278,2
1741225328.3009148,1
1741225328.4292834,1
1741225328.556445,3
1741225328.6838622,7
1741225328.81461,9
1741225328.9504018,10
1741225329.0793905,9
1741225329.2135522,10
1741225329.3476388,10
1741225329.4798925,9
1741225329.6152043,8
1741225329.7531261,9
1741225329.8861337,9
1741225330.0153244,4
1741225330.1497693,1
1741225330.2812467,1
1741225330.4103024,2
1741225330.53904,0
1741225330.6738598,1
1741225330.8112266,0
1741225330.9434574,0
1741225331.0723767,0
1741225331.2033834,0
1741225331.332266,1
1741225331.4590547,3
1741225331.5858374,3
1741225331.7148998,6
1741225331.8471544,10
1741225331.976932,9
1741225332.1091049,8
1741225332.2442636,9
1741225332.3782125,9
1741225332.51022,10
1741225332.6443539,8
1741225332.7828245,9
1741225332.918728,9
1741225333.0548701,7
1741225333.1935709,8
1741225333.3281987,7
1741225333.4575872,7
1741225333.5898268,7
1741225333.7213926,6
1741225333.8523262,5
1741225333.9826436,8
1741225334.1089816,10
1741225334.240405,8
1741225334.3684146,5
1741225334.4966114,1
1741225334.625257,0
1741225334.7543025,0
1741225334.887288,0
1741225335.0211139,0
1741225335.1620717,1
1741225335.2944143,0
1741225335.4230242,1
1741225335.5531697,0
1741225335.6824532,0
1741225335.820846,1
1741225335.9481626,0
1741225336.0825093,0
1741225336.2137809,0
1741225336.3455267,2
1741225336.4749653,2
1741225336.607083,3
1741225336.7383966,4
1741225336.8671663,2
1741225336.997459,3
1741225337.1265905,3
1741225337.254306,4
1741225337.3832717,3
1741225337.5127335,1
1741225337.641115,1
1741225337.7756267,1
1741225337.9096546,2
1741225338.0480533,1
1741225338.1771019,1
1741225338.3115015,0
1741225338.440613,0
1741225338.5690458,6
1741225338.6972933,10
1741225338.8328643,8
1741225338.96376,8
1741225339.0948093,9
1741225339.227448,8
1741225339.360921,10
1741225339.4910636,10
1741225339.6226811,9
1741225339.7530267,10
1741225339.8885386,10
1741225340.0196753,8
1741225340.153814,10
1741225340.2915177,9
1741225340.4229965,9
1741225340.5569222,10
1741225340.6918628,10
1741225340.8295627,10
1741225340.9709024,9
1741225341.1044242,6
1741225341.235987,7
1741225341.3643184,7
1741225341.4935102,9
1741225341.6283417,9
1741225341.7600913,9
1741225341.89064,9
1741225342.021255,9
1741225342.1505353,10
1741225342.2825131,10
1741225342.4146378,10
1741225342.5488045,9
1741225342.676896,10
1741225342.8055856,9
1741225342.9415853,9
1741225343.073517,10
1741225343.2026727,10
1741225343.3296373,8
1741225343.460342,7
1741225343.5924957,8
1741225343.7268145,10
1741225343.855744,8
1741225343.9844127,9
1741225344.1151862,8
1741225344.249078,9
1741225344.3818867,8
1741225344.5138094,7
1741225344.645151,9
1741225344.7804246,8
1741225344.9169335,3
1741225345.049488,1
1741225345.182751,3
1741225345.3120005,2
1741225345.438003,2
1741225345.5712628,4
1741225345.7009034,5
1741225345.829922,2
1741225345.9601855,2
1741225346.0887,6
1741225346.2177517,7
1741225346.3477244,9
1741225346.4777582,9
1741225346.6040547,9
1741225346.7338073,5
1741225346.864505,6
1741225346.9965427,7
1741225347.1273675,8
1741225347.26061,8
1741225347.3864005,8
1741225347.5224233,7
1741225347.651179,5
1741225347.7806776,2
1741225347.9067411,0
1741225348.039357,1
1741225348.1737967,1
1741225348.3079553,3
1741225348.4398699,5
1741225348.5670893,2
1741225348.693535,9
1741225348.8294728,7
1741225348.9663365,9
1741225349.0992641,9
1741225349.234179,10
1741225349.3612926,9
1741225349.4902544,10
1741225349.62337,10
1741225349.7607636,8
1741225349.887998,5
1741225350.0140398,0
1741225350.1406214,1
1741225350.2691572,5
1741225350.3969138,9
1741225350.5282824,6
1741225350.661901,9
1741225350.7987506,9
1741225350.9357066,9
1741225351.0667992,8
1741225351.200832,10
1741225351.3281455,9
1741225351.4554203,9
1741225351.590631,9
1741225351.7227054,8
1741225351.8502991,9
1741225351.9813468,7
1741225352.1105313,5
1741225352.2447102,6
1741225352.3746908,3
1741225352.5041335,1
1741225352.6352751,1
1741225352.7671847,0
1741225352.8973303,0
1741225353.0265229,1
1741225353.1573884,1
1741225353.2851732,0
1741225353.4126787,2
1741225353.5417573,4
1741225353.669047,1
1741225353.7996695,2
1741225353.9286392,3
1741225354.057937,2
1741225354.1919556,4
1741225354.3290653,3
1741225354.460628,1
1741225354.5961976,0
1741225354.7258303,0
1741225354.857881,1
1741225354.9883387,0
1741225355.1151252,0
1741225355.2431488,3
1741225355.3732586,4
1741225355.502563,5
1741225355.6324599,8
1741225355.7634735,8
1741225355.893259,7
1741225356.0234065,5
1741225356.1545162,6
1741225356.285509,1
1741225356.4145496,0
1741225356.5477853,1
1741225356.6773992,3
1741225356.8053186,5
1741225356.9341092,1
1741225357.06598,2
1741225357.2047117,3
1741225357.3433013,5
1741225357.4765832,4
1741225357.613399,5
1741225357.7403903,6
1741225357.86959,4
1741225357.9980745,9
1741225358.1341686,10
1741225358.2620962,9
1741225358.3901868,8
1741225358.5182624,10
1741225358.649548,10
1741225358.7773035,9
1741225358.9111412,10
1741225359.0484889,10
1741225359.1789565,10
1741225359.3081393,9
1741225359.4378781,9
1741225359.5674756,9
1741225359.6982832,7
1741225359.827458,8
1741225359.9604974,9
1741225360.0916593,8
1741225360.2206569,9
1741225360.3506813,6
1741225360.5079117,5
1741225360.6388953,7
1741225360.7725692,8
1741225360.9049609,7
1741225361.0319083,8
1741225361.1608498,5
1741225361.2957895,5
1741225361.4265823,3
1741225361.553711,2
1741225361.6810353,2
1741225361.8134902,2
1741225361.9450488,2
1741225362.0742092,0
1741225362.203878,1
1741225362.3379197,0
1741225362.4686763,0
1741225362.5982442,2
1741225362.7270777,1
1741225362.8534193,0
1741225362.9816127,1
1741225363.1160357,9
1741225363.2514484,9
1741225363.3812487,9
1741225363.5104604,9
1741225363.6445253,10
1741225363.783373,9
1741225363.924049,9
1741225364.0631597,9
1741225364.1949863,10
1741225364.3247838,7
1741225364.4539206,4
1741225364.5835192,3
1741225364.712164,2
1741225364.8408153,2
1741225364.973725,0
1741225365.107848,1
1741225365.2356706,2
1741225365.362157,2
1741225365.4943726,1
1741225365.6216853,1
1741225365.7539458,1
1741225365.8833997,0
1741225366.0132394,1
1741225366.146164,1
1741225366.2741015,2
1741225366.4049022,1
1741225366.5339048,1
1741225366.6615682,0
1741225366.790571,2
1741225366.9208736,1
1741225367.0512702,3
1741225367.188877,1
1741225367.3200366,2
1741225367.4496002,2
1741225367.5840662,1
1741225367.7116036,0
1741225367.8480635,1
1741225367.976937,1
1741225368.1043587,5
1741225368.2320862,5
1741225368.3593907,4
1741225368.4854255,5
1741225368.6183732,5
1741225368.7455475,4
1741225368.8787622,1
1741225369.008306,3
1741225369.1370406,3
1741225369.2684383,2
1741225369.3999817,4
1741225369.5280776,6
1741225369.656548,10
1741225369.7883778,8
1741225369.9239774,9
1741225370.056921,10
1741225370.1847997,9
1741225370.3187635,10
1741225370.4547994,9
1741225370.585728,9
1741225370.7118993,9
1741225370.8430252,7
1741225370.971799,9
1741225371.1025286,10
1741225371.236762,7
1741225371.3717468,8
1741225371.5005355,9
1741225371.628526,9
1741225371.7563288,9
1741225371.8861704,7
1741225372.0116658,9
1741225372.1401496,8
1741225372.267958,7
1741225372.3997097,10
1741225372.5270503,9
1741225372.662354,8
1741225372.7974348,6
1741225372.9267013,9
1741225373.052708,7
1741225373.1822925,7
1741225373.3150072,10
1741225373.449623,9
1741225373.5772226,6
1741225373.7111013,7
1741225373.8405168,10
1741225373.9690664,9
1741225374.09869,6
1741225374.232106,7
1741225374.3610835,6
1741225374.4960992,3
1741225374.6235158,2
1741225374.7555845,1
1741225374.888133,1
1741225375.0158837,1
1741225375.1434233,0
1741225375.27427,0
1741225375.4025657,1
1741225375.5314932,2
1741225375.66146,3
1741225375.7921064,1
1741225375.921162,2
1741225376.0478408,3
1741225376.1765532,1
1741225376.306601,1
1741225376.4358237,3
1741225376.5616791,3
1741225376.692855,1
1741225376.8213284,0
1741225376.948436,1
1741225377.0761085,3
1741225377.205633,2
1741225377.3385499,5
1741225377.4736736,6
1741225377.6043272,7
1741225377.733636,8
1741225377.8631375,6
1741225377.9963012,7
1741225378.124347,8
1741225378.2521393,5
1741225378.38007,5
1741225378.5081205,6
1741225378.6358173,5
1741225378.7645907,3
1741225378.8928003,1
1741225379.026932,0
1741225379.1605957,2
1741225379.2890203,1
1741225379.416592,3
